File Name,URL,player_id,DateTimeOriginal,Date,TimeOfDay,NoOfFaces,Focus,Shot Type,event_id,mood_id,action_id,caption,apparel,brands_and_logos,sublocation_id,Location,Make,Model,Copyright,Photographer
JSB07048.jpg,https://drive.google.com/file/d/1RZDIYQEeA0hu5Ss-p5h3fbfyycxPTrvf/view?usp=drivesdk,p22,2025/02/04 15:38,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a4,A cricketer intensely focuses as he executes a powerful shot.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07042.jpg,https://drive.google.com/file/d/1FI9kLIz-J2wyWn1Vv7Gk4ICES7WB52Hf/view?usp=drivesdk,p23,2025/02/04 15:33,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a1,"A cricket coach practices his throw during training, his focused expression reflecting his dedication",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07028.jpg,https://drive.google.com/file/d/1m1A4nVT9W9cpEpRVriEgt_8kyooVW83k/view?usp=drivesdk,p13,2025/02/04 15:31,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a2,A cricket coach demonstrates a catching technique to a player during a sunny training session.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07018.jpg,https://drive.google.com/file/d/1UvyPD_t6S7a8U0DaXfG1x47qhqnMToFd/view?usp=drivesdk,p17,2025/02/04 15:25,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a5,"Two cricket players stroll across a sunny, grassy field during Practice.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07014.jpg,https://drive.google.com/file/d/1MdLM6W1ys2SQVaOmMWcTvPNS92gCwcG7/view?usp=drivesdk,p8,2025/02/04 15:24,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a5,"A cricketer walks across the field, holding his gloves, during a practice session. ",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01482.jpg,https://drive.google.com/file/d/1gUa8kYc9V2XmNGQ-irlbEZCA7p1k0rrW/view?usp=drivesdk,"p27,p13,p4,p24,p22,p20,p10,p7",2025/01/08 20:41,2025/01/08,Night,8,"Group,together",Wide shot,e4,m2,a8,Players show off new jerseys at Kaizer Chiefs' 55th anniversary event.,Casual attire,none,s4,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01472.jpg,https://drive.google.com/file/d/1M4HKOdlZAIx_CK_ha6sz7EC0PDWU1oiB/view?usp=drivesdk,"p13,p27,p4,p24,p10,p22,p20,p7",2025/01/08 20:40,2025/01/08,Night,8,"Group,together",Wide shot,e4,m2,a8,Eight JSK players unveil new jerseys at Kaizer Chiefs partnership event.,Casual attire,none,s4,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01459.jpg,https://drive.google.com/file/d/1XA4rQQRnDgQ13C8dYhhI3IF1sg-z_l9Y/view?usp=drivesdk,p24,2025/01/08 20:38,2025/01/08,Night,1,"Solo,Alone",Wide shot,e3,m2,a8,JSK player shows jersey #26 with Kaizer Chiefs official at event.,Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01466.jpg,https://drive.google.com/file/d/1iPFD6XFJ4VunIsvfe8-PJwi6jWkrEEez/view?usp=drivesdk,p27,2025/01/08 20:39,2025/01/08,Night,1,"Solo,Alone",Close shot,e3,m2,a8,JSK player receives jersey from club official at Kaizer Chiefs' 55th anniversary; both smiling.,Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01453.jpg,https://drive.google.com/file/d/1ZssWq-lS3L3QUrXWoWEpltfkHRBsl7yy/view?usp=drivesdk,p7,2025/01/08 20:38,2025/01/08,Night,1,"Solo,Alone",Wide shot,e3,m2,a8,"Kaizer Chiefs marks 55 years with a jersey presentation to a JSK player, celebrated with smiles and handshakes",Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01448.jpg,https://drive.google.com/file/d/1-XAtTZVspRBhdDhn5Q0OU7NW6wjgbs-E/view?usp=drivesdk,p13,2025/01/08 20:38,2025/01/08,Night,1,"Solo,Alone",Wide shot,e3,m2,a8,"Kaizer Chiefs marks 55 years with a jersey presentation to a JSK player, celebrated with warm smiles and handshakes.",Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01440.jpg,https://drive.google.com/file/d/17XoG8ApiYyUfvkuvoqfrIJEnF8GKalDL/view?usp=drivesdk,p10,2025/01/08 20:37,2025/01/08,Night,1,"Solo,Alone",Close shot,e3,m2,a8,"Kaizer Chiefs celebrates 55 years by presenting a jersey to a JSK player, shared with smiles and a handshake.",Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01443.jpg,https://drive.google.com/file/d/1hVxZmseqiVaLN2nf-jlL9mHKhbYU2xVf/view?usp=drivesdk,p20,2025/01/08 20:38,2025/01/08,Night,1,"Solo,Alone",Wide shot,e3,m2,a8,"A JSK player receives a jersey as Kaizer Chiefs marks its 55th anniversary, celebrating the moment with warm smiles.",Casual attire,none,s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01428.jpg,https://drive.google.com/file/d/1eKEBmXxoFaDdeApnAWmqn2mFhXEA5Q08/view?usp=drivesdk,"p22,p4",2025/01/08 20:26,2025/01/08,Night,2,"Group,together",Wide shot,e3,m2,a8,"Kaizer Chiefs present jersey to JSK player during 55th anniversary, symbolizing friendship.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s5,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01368.jpg,https://drive.google.com/file/d/1X2ceY604pXG-JNO68YJTg6TLxTtcgnPr/view?usp=drivesdk,"p4,p20,p27",2025/01/08 19:39,2025/01/08,Night,3,"Group,together",Wide shot,e2,m1,a3,Four players watch a football match with intense concentration.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01364.jpg,https://drive.google.com/file/d/1c7V387BpwOGuCNTnEhkT_iEKphYwjcmM/view?usp=drivesdk,"p24,p22,p4,p13,p20",2025/01/08 19:31,2025/01/08,Night,5,"Group,together",Wide shot,e4,m2,a5,"Players in yellow jerseys walk field with flags, crowd cheering at stadium.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01354.jpg,https://drive.google.com/file/d/1uc7yyuUOmI9MJD9mEQt2sZdXe3xh_Jjw/view?usp=drivesdk,"p22,p10",2025/01/08 19:30,2025/01/08,Night,2,"Group,together",Close shot,e4,m2,a10,"Two players embrace, smiling warmly during a football match.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01351.jpg,https://drive.google.com/file/d/1w1csKr-iHQDsQQ-hTiVQBWiUEw8Lpugs/view?usp=drivesdk,"p22,p24",2025/01/08 19:29,2025/01/08,Night,2,"Group,together",Wide shot,e2,m2,a11,"Smiling players embrace at football match, showing team spirit.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01349.jpg,https://drive.google.com/file/d/1MpeJm-lK2clLhfXAni5l-qeH-d_GpLHQ/view?usp=drivesdk,"p22,p7",2025/01/08 19:29,2025/01/08,Night,2,"Group,together",Close shot,e2,m2,a8,A player smiles amidst a crowd at the stadium.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01346.jpg,https://drive.google.com/file/d/1Hfw48hL6Zr8TpI5ZGShMyZ3so8yJMq80/view?usp=drivesdk,"p20,p4,p13,p24",2025/01/08 19:28,2025/01/08,Night,4,"Group,together",Wide shot,e2,m2,a11,Players talk intensely at the stadium.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01335.jpg,https://drive.google.com/file/d/1YpOXpQ70IotDAWZaEmf9kgYC391ZG-UD/view?usp=drivesdk,p24,2025/01/08 19:25,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m2,a10,"A jubilant player celebrates a victory, raising both hands in a peace sign at the stadium. ",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01318.jpg,https://drive.google.com/file/d/1-a4jFcDTWEfhSPP3VJvVjyacHoNlGiOo/view?usp=drivesdk,"p10,p22",2025/01/08 19:22,2025/01/08,Night,2,"Group,together",Close shot,e2,m2,a12,Smiling players celebrate at a stadium after a game.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01327.jpg,https://drive.google.com/file/d/17pgx1znmpFtj7olQw0_woFhCdK9HxuyD/view?usp=drivesdk,p20,2025/01/08 19:24,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m1,a11,A man looks thoughtfully off to the side.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01332.jpg,https://drive.google.com/file/d/1_n-Yxu5FW7-9ZmalWvMPUuNEEy1zaOUx/view?usp=drivesdk,p13,2025/01/08 19:25,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m2,a10,"A jubilant cricket player makes a heart with his hands,smiling broadly.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01312.jpg,https://drive.google.com/file/d/1GAUFICrpYdHxWfuSkSxvuZIoX99ewx0g/view?usp=drivesdk,"p24,p4",2025/01/08 19:22,2025/01/08,Night,2,"Group,together",Close shot,e2,m1,a8,"Two JSK players in yellow jerseys at a stadium, smiling, after a match.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01305.jpg,https://drive.google.com/file/d/19z9_sEqizHAOVQ36VYOU9DKG9zhlprRO/view?usp=drivesdk,p7,2025/01/08 19:21,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m1,a8,A pensive player observes the match from the stands at a packed stadium.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01302.jpg,https://drive.google.com/file/d/17oVU-OZZgGfZqjOCZYAEyHmPjAzcmCcQ/view?usp=drivesdk,"p27,p24,p10,p22,p4,p13,p20,p7",2025/01/08 19:20,2025/01/08,Night,8,"Group,together",Wide shot,e4,m2,a8,"Smiling Johannesburg Super Kings players flash peace signs at the stadium after a match, celebrating their victory.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01303.jpg,https://drive.google.com/file/d/1s4uVNSaBuAvbiy1mjQODjx1X6njqfPb0/view?usp=drivesdk,"p10,p13",2025/01/08 19:20,2025/01/08,Night,2,"Group,together",Wide shot,e2,m2,a8,Smiling Lions players stand among fans at stadium celebration.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01300.jpg,https://drive.google.com/file/d/1gb71fPeX7ru27H5q_8TYb6xQO1UzfMWh/view?usp=drivesdk,"p13,p27,p4,p22,p24,p10,p7,p20",2025/01/08 19:20,2025/01/08,Night,8,"Group,together",Wide shot,e4,m2,a8,Smiling players flash peace signs at FNB Stadium after win.,Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01291.jpg,https://drive.google.com/file/d/19xMDvu2LOPSQullwzJAmKpqFaL_z55pc/view?usp=drivesdk,"p4,p24,p20",2025/01/08 19:19,2025/01/08,Night,3,"Group,together",Wide shot,e4,m2,a8,"Three Johannesburg Super Kings cricket players smile for a selfie at the Wanderers Stadium in Johannesburg, South Africa.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01283.jpg,https://drive.google.com/file/d/1tIGQlZlJwn76DJAu-xrtl3ItI5xtDhjW/view?usp=drivesdk,p4,2025/01/08 19:18,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m2,a8,"A player films a match at Johannesburg's FNB Stadium, his face reflecting excitement as he captures the game's energy.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01279.jpg,https://drive.google.com/file/d/1-Qq7i_uBQv0rlUScXCBofnyMfw_Exp-8/view?usp=drivesdk,p24,2025/01/08 19:18,2025/01/08,Night,1,"Solo,Alone",Close shot,e2,m2,a8,"A man in a yellow polo shirt films a sporting event on his phone, his expression a mix of excitement and focus.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01277.jpg,https://drive.google.com/file/d/1tFPfv91mRn4ADB_LI2pUiSD7H2btjp36/view?usp=drivesdk,"p10,p22,p7,p13",2025/01/08 19:18,2025/01/08,Night,4,"Group,together",Close shot,e2,m2,a10,"JSK players and staff join the celebrations at a Kaizer Chiefs match, soaking in the excitement with fans in the background.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSA01273.jpg,https://drive.google.com/file/d/1XZJKRyW6-NGn7AAk4QGnJL7uq8CNSDeo/view?usp=drivesdk,"p7,p10",2025/01/08 19:18,2025/01/08,Night,2,"Group,together",Close shot,e2,m2,a8,"Player takes a selfie amidst jubilant fans at FNB Stadium, Johannesburg, South Africa, after a match win.",Casual Attire,none,s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
